instrument,file,rms,attack_time_s,hnr_proxy_db,tempo_est_bpm,onset_rate_s,centroid_mean,centroid_std,centroid_median,bandwidth_mean,bandwidth_std,bandwidth_median,rolloff_mean,rolloff_std,rolloff_median,flatness_mean,flatness_std,flatness_median,flux_mean,flux_std,flux_median,zcr_mean,zcr_std,zcr_median,contrast_mean,contrast_std,contrast_median,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,chroma0_mean,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean
flute,Track4_flute.wav,0.09999998658895493,0.8743764172335601,55.131553649902344,60.09265988372093,2.19999999956,2262.3510271002338,328.32914588946716,2194.167305738595,1707.4072096969483,195.13211327450855,1687.67574386642,3745.830281575521,695.1654149326538,3676.79443359375,0.00036713617737405,0.0016162929823622108,0.00014646923227701336,1.7724709510803223,0.38277679681777954,1.7248752117156982,0.1299415870949074,0.021774715824979418,0.125,26.831395888326938,14.70555994001643,26.076595563999916,-438.0573425292969,19.11376953125,0.2205933928489685,8.066798210144043,-58.55522155761719,9.443758964538574,-4.935853004455566,4.216350078582764,-10.774373054504395,6.524440765380859,12.755256652832031,7.300049781799316,6.2091593742370605,7.7306742668151855,-6.202459335327148,11.266397476196289,-20.31783103942871,7.258073806762695,-7.9357523918151855,12.796812057495117,-4.001358985900879,10.036272048950195,13.018488883972168,17.53681182861328,10.125202178955078,10.559041976928711,0.0012180758640170097,0.05209777131676674,0.3702685832977295,0.4881311357021332,0.07737021893262863,0.06370720267295837,0.009333078749477863,0.03692520037293434,0.28769615292549133,0.06041735038161278,0.007403918541967869,0.001123353373259306
flute,Track5_flute.wav,0.09999999403953552,0.33006802721088435,47.57870101928711,129.19921875,2.7999999994399998,1882.6464108583632,256.1609889640534,1877.7822236955997,1578.5789275688298,143.5691001096384,1566.9816806976323,3044.7550455729165,556.5141204689313,2971.58203125,0.0001576934300828725,0.00020334158034529537,0.00010988966096192598,1.5475311279296875,0.29317507147789,1.5311532020568848,0.10253680193865741,0.017071135288624424,0.105712890625,27.102513255015165,14.55790133751546,25.62452043068297,-456.0619201660156,19.93130111694336,13.216361045837402,8.649528503417969,-61.532413482666016,7.843813896179199,-9.456910133361816,6.799676895141602,-24.150224685668945,6.762107849121094,1.1810697317123413,7.156444549560547,10.15829086303711,7.669413089752197,12.404885292053223,7.913182258605957,-7.489692211151123,13.030433654785156,-11.489052772521973,9.990180969238281,-20.03892707824707,10.787013053894043,-2.315690279006958,23.021976470947266,5.014664649963379,15.727399826049805,0.024554045870900154,0.04592301696538925,0.3694142997264862,0.29496273398399353,0.04670913890004158,0.004120016470551491,0.001939423382282257,0.006923668552190065,0.05677608773112297,0.06317005306482315,0.37373873591423035,0.18987838923931122
flute,Track6_flute.wav,0.10000001639127731,0.2546485260770975,44.223976135253906,117.45383522727273,2.7999999994399998,1678.3586547083817,229.56663081088104,1683.5029947573416,1503.6435161580082,161.12316744128094,1493.8550414744577,2721.7071533203125,469.7314110959717,2772.39990234375,0.0002077862445730716,0.0007233560900203884,9.098069131141528e-05,1.6413980722427368,0.30542686581611633,1.6767737865447998,0.08856201171875,0.014893120093984847,0.08984375,28.288879364399556,13.033937383011331,25.95657803508376,-425.5501708984375,19.2410945892334,30.41897964477539,9.79357624053955,-60.41749954223633,7.66233491897583,-4.655614376068115,6.697436809539795,-24.910036087036133,7.028591156005859,-9.154305458068848,4.803961277008057,-6.598528861999512,6.830050468444824,3.7958147525787354,13.400989532470703,4.454645156860352,6.4235711097717285,7.0465006828308105,9.406556129455566,-5.262534141540527,18.03955078125,-11.431859970092773,8.887255668640137,-7.573690414428711,12.241758346557617,0.23312582075595856,0.03226727247238159,0.005427350755780935,0.0007839329191483557,0.0005095346714369953,0.06795932352542877,0.43099865317344666,0.3284493088722229,0.044904060661792755,0.0006491694366559386,0.03728837892413139,0.26166006922721863
flute,Track7_flute.wav,0.10000000149011612,0.6439002267573696,44.631744384765625,123.046875,5.5999999988799996,1287.17444136613,285.6936775923601,1212.22188985512,1242.9370922860576,234.34420083411155,1170.6387077574163,2036.1338297526042,527.317298154117,1884.1552734375,9.02700048754923e-05,0.00023579513072036207,2.9714654374402016e-05,1.2644867897033691,0.35961830615997314,1.2046016454696655,0.0673511646412037,0.016766992336856065,0.06298828125,27.908775593508487,12.521150353970004,27.71521850128382,-441.309814453125,30.857065200805664,55.205055236816406,15.77004337310791,-57.447608947753906,10.3842134475708,-4.952572345733643,6.421995162963867,-21.44641876220703,5.003409385681152,-17.12996482849121,6.226713180541992,-24.142419815063477,7.183882236480713,-19.139400482177734,7.765951633453369,-6.96912956237793,9.740947723388672,6.176011085510254,14.148415565490723,13.15693473815918,12.284132957458496,20.842483520507812,17.991127014160156,16.29619026184082,25.235816955566406,0.11711104959249496,0.06567423790693283,0.27883580327033997,0.25590401887893677,0.0627322867512703,0.15313807129859924,0.07929154485464096,0.3565443158149719,0.05870372802019119,0.0032873819582164288,0.005735847633332014,0.024783609434962273
flute,Track8_flute.wav,0.10000000149011612,0.20979591836734693,,117.45383522727273,4.79999999904,1322.4174136520694,307.2218036043003,1260.8425675706749,1281.7810164715731,251.21114737679932,1224.7723477831032,2124.4099934895835,590.9876494990814,1981.0546875,9.939531446434557e-05,0.0001865995000116527,3.8638532714685425e-05,1.2879761457443237,0.37626492977142334,1.2933003902435303,0.0689697265625,0.01897161288824272,0.0634765625,28.01089402477387,12.59270420626569,28.198427624586714,-444.9029235839844,29.410383224487305,58.053863525390625,20.74665641784668,-52.203495025634766,11.1423921585083,-6.66943359375,6.473104953765869,-24.23391342163086,5.712095737457275,-21.555660247802734,8.420291900634766,-25.568620681762695,7.399386405944824,-17.39493751525879,6.712915897369385,-5.299185276031494,8.18484115600586,6.835448265075684,12.600906372070312,13.31574821472168,15.12486457824707,18.603818893432617,17.993637084960938,6.815263748168945,17.474435806274414,0.003453904762864113,0.01156657375395298,0.07503870129585266,0.07835567742586136,0.43789538741111755,0.13565510511398315,0.04784668982028961,0.31702205538749695,0.08235284686088562,0.07830804586410522,0.17240770161151886,0.05208093300461769
flute,Track9_flute.wav,0.10000000149011612,0.8687981859410431,46.31194305419922,112.34714673913044,5.9999999988,1742.8703255880089,293.81301811110734,1784.4607115026065,1510.705572501536,179.74939504152692,1514.0524176856572,2854.7943115234375,581.7628055719524,2799.31640625,0.00017039879458025098,0.000334579759510234,0.0001015140805975534,1.5351423025131226,0.331486314535141,1.5507699251174927,0.093994140625,0.021360509080454497,0.092529296875,27.845202911401724,13.49995308881088,26.7992096726342,-435.9528503417969,25.272659301757812,26.326889038085938,13.233515739440918,-61.217681884765625,9.460747718811035,-7.914483070373535,7.646656513214111,-24.730730056762695,6.980057716369629,-8.544017791748047,11.88347053527832,-7.353444576263428,13.989816665649414,0.2687961757183075,9.05937385559082,-0.9101332426071167,13.9284029006958,5.919003009796143,15.03849983215332,4.921692371368408,15.859740257263184,9.794710159301758,19.460634231567383,-5.205249786376953,13.928694725036621,0.005750474985688925,0.01803404837846756,0.14807556569576263,0.28941938281059265,0.08387143164873123,0.2354063093662262,0.06858465075492859,0.23656168580055237,0.15877355635166168,0.04444964602589607,0.15409056842327118,0.02819555252790451
piano,Track10_Acoustic_Grand_Piano.wav,0.10000000149011612,0.026122448979591838,,117.45383522727273,2.9999999994,787.4843841536492,79.29513701746903,777.0861623086628,808.0474630725054,124.42137199640491,790.2738127957559,1387.8448486328125,217.48574432069,1318.90869140625,2.336192483198829e-05,0.00021160655887797475,1.8946082036563894e-06,0.8760378956794739,1.4047242403030396,0.35803288221359253,0.04228153935185185,0.010377181140300501,0.0390625,31.496444587368483,9.391248337399903,31.783159405643655,-410.5101318359375,44.98846435546875,129.96725463867188,18.053770065307617,-24.589534759521484,10.705074310302734,23.352432250976562,8.288877487182617,8.134198188781738,7.804976463317871,-5.038095951080322,5.242464542388916,-3.0335724353790283,5.231693267822266,-9.461249351501465,5.1257195472717285,-6.137042045593262,6.93505334854126,-8.089879989624023,5.637409687042236,-14.134876251220703,6.036642074584961,-10.095454216003418,5.881534099578857,-1.513716220855713,6.2959818840026855,0.5279543995857239,0.1258113980293274,0.01046260166913271,0.021836141124367714,0.04103701189160347,0.1290459930896759,0.09363215416669846,0.15347738564014435,0.37413209676742554,0.07769066840410233,0.015013336203992367,0.14743217825889587
piano,Track11_Acoustic_Grand_Piano.wav,0.10000000149011612,0.02331065759637188,44.722198486328125,80.74951171875,2.7999999994399998,787.2733277180757,77.3237990722784,785.1731333562773,815.9616724842928,79.07593887269518,810.7681859193694,1374.7853597005208,224.55792929550972,1324.2919921875,9.23186780710239e-06,2.1469333660206757e-05,1.9355074982740916e-06,0.840933620929718,1.3722323179244995,0.3622305393218994,0.04034875940393518,0.010694822264895425,0.037109375,31.705643374353684,9.345343868384406,31.64165618413746,-409.01519775390625,47.07896041870117,125.23171997070312,18.760587692260742,-28.704561233520508,11.189205169677734,22.899948120117188,9.438100814819336,4.170794486999512,6.876663684844971,-5.314204692840576,5.703797817230225,-4.8382039070129395,5.53604793548584,-7.796197891235352,5.078015327453613,-1.5405253171920776,5.522347927093506,-10.60573673248291,4.706510543823242,-11.404068946838379,5.24973726272583,-3.2994558811187744,5.717900276184082,-4.356362819671631,5.175534725189209,0.07334216684103012,0.32255661487579346,0.4155036211013794,0.1579643189907074,0.23049601912498474,0.10093508660793304,0.16276799142360687,0.06772798299789429,0.12620699405670166,0.049133166670799255,0.009084402583539486,0.015576505102217197
piano,Track12_Acoustic_Grand_Piano.wav,0.09999999403953552,0.0599092970521542,,117.45383522727273,3.59999999928,783.8858300236957,88.49578262838178,783.8766445436146,824.9639971224375,120.95962238861222,808.6153541130977,1351.6072591145833,152.83213795856926,1335.05859375,2.7371555916033685e-05,0.00022017344599589705,2.3999809855013154e-06,0.9294166564941406,1.322906732559204,0.3977336883544922,0.03932924623842592,0.0065751596682761225,0.0400390625,30.40369608454258,10.336691541523921,30.01300685290052,-419.9781494140625,38.682437896728516,126.01879119873047,18.30921173095703,-20.233985900878906,8.718243598937988,19.736942291259766,7.546967029571533,6.666580677032471,8.820825576782227,-1.8794435262680054,6.391955852508545,-6.01899528503418,5.418427467346191,-9.08823013305664,6.678931713104248,-3.151685953140259,3.9264631271362305,-7.365312576293945,5.236422538757324,-10.905524253845215,4.623206615447998,-8.273090362548828,3.912109613418579,-5.322749614715576,3.816729784011841,0.010737697593867779,0.012312778271734715,0.07932628691196442,0.26736319065093994,0.20993243157863617,0.11116129159927368,0.07481527328491211,0.22146159410476685,0.10482018440961838,0.26692578196525574,0.30967119336128235,0.06274621933698654
piano,Track13_Acoustic_Grand_Piano.wav,0.10000000149011612,0.024625850340136056,,123.046875,2.9999999994,792.9814364669701,101.25036126269157,795.8930428250962,824.837852038801,138.80111298854132,805.9034162418866,1406.6864013671875,239.65706796114193,1410.4248046875,2.5966002795030363e-05,0.00021708515123464167,1.9401786630623974e-06,0.8961966037750244,1.4627838134765625,0.37763285636901855,0.040690104166666664,0.0087059074645036,0.03857421875,31.46888427950918,9.640446095322982,31.224847654531942,-406.5147705078125,45.36428451538086,128.05117797851562,19.08806800842285,-27.145612716674805,10.872756004333496,20.729711532592773,9.522114753723145,3.7525622844696045,6.709857940673828,-4.357030868530273,6.431507110595703,-4.9248833656311035,6.484540939331055,-9.302641868591309,5.1640625,-2.900740146636963,5.58488130569458,-9.919529914855957,5.049004554748535,-13.795665740966797,5.085082530975342,-6.852066516876221,7.033292293548584,-3.859801769256592,6.243490695953369,0.12342327833175659,0.3835877776145935,0.15562714636325836,0.23202528059482574,0.10802119225263596,0.1882656216621399,0.1024964451789856,0.057465653866529465,0.18175184726715088,0.046016208827495575,0.03450286015868187,0.11035065352916718
piano,Track14_Acoustic_Grand_Piano.wav,0.10000000149011612,0.021904761904761906,,117.45383522727273,3.39999999932,800.2433500371715,77.6152268263959,813.6017927183254,823.26152021979,78.69948604340097,828.2788312223527,1365.56396484375,212.21911715881737,1286.60888671875,1.3161140486772638e-05,3.310165993752889e-05,2.5114213713095523e-06,0.9953688383102417,1.5456173419952393,0.4178059697151184,0.04257767288773148,0.008609038847171879,0.041748046875,30.712809148630107,10.536195522199524,29.850537772067398,-398.44415283203125,44.087459564208984,131.8538360595703,17.19487762451172,-25.047372817993164,8.379054069519043,19.632461547851562,9.75538158416748,2.2058351039886475,7.892289638519287,-2.871870756149292,6.057809352874756,-5.799357891082764,5.740850925445557,-7.452885150909424,5.6924357414245605,-6.270917892456055,4.866469860076904,-10.580159187316895,5.083327770233154,-11.397895812988281,7.56302547454834,-6.166875839233398,5.424891471862793,-2.073659658432007,5.062556743621826,0.120184987783432,0.28501424193382263,0.06566488742828369,0.020511778071522713,0.012918810360133648,0.10432567447423935,0.3446223735809326,0.15101556479930878,0.2836080491542816,0.06024303287267685,0.06493183970451355,0.22745583951473236
piano,Track1_Acoustic_Grand_Piano.wav,0.10000001639127731,0.019591836734693877,,117.45383522727273,3.19999999936,813.7329672742131,83.21836214217952,813.5728772291619,851.0452774188753,124.80571325355886,828.0831653185359,1400.7548014322917,200.5324826324604,1399.658203125,2.8813161407015286e-05,0.0001969941658899188,2.387942458881298e-06,1.0219504833221436,1.6764825582504272,0.4384530186653137,0.04142026548032408,0.0067596752820384565,0.0400390625,30.616481453086013,10.61855921141057,30.696247024325608,-406.84185791015625,48.28490447998047,124.51583099365234,19.82469940185547,-23.762046813964844,8.403007507324219,22.03898811340332,8.015873908996582,1.0512746572494507,5.697398662567139,-5.0090250968933105,7.404207229614258,-6.120962142944336,6.683229923248291,-6.037442684173584,4.486814022064209,-5.172647953033447,7.422449588775635,-10.405787467956543,6.5453081130981445,-10.786478996276855,7.05487060546875,-9.348114013671875,4.1399383544921875,-6.122013568878174,4.658353328704834,0.03625749424099922,0.0662495419383049,0.021700957790017128,0.024108100682497025,0.10667124390602112,0.34780997037887573,0.09209015965461731,0.08524025976657867,0.3599250912666321,0.29541537165641785,0.25497815012931824,0.04985218495130539
piano,Track2_Acoustic_Grand_Piano.wav,0.09999999403953552,0.05356009070294784,,117.45383522727273,2.9999999994,767.9301450673653,82.53608377779496,785.857794105028,809.041775346804,95.46507405224553,804.1425068117817,1353.1026204427083,199.38856341285,1388.8916015625,1.3010500879317988e-05,3.6093450034968555e-05,2.1037744772911537e-06,0.9267207384109497,1.5163657665252686,0.3998667597770691,0.03865107783564815,0.008477006172263025,0.039306640625,31.11320559118549,9.792821962923101,31.351153085385246,-407.92462158203125,45.36128616333008,126.0184097290039,18.779685974121094,-26.456859588623047,9.9735689163208,22.578699111938477,8.000179290771484,5.908397674560547,7.503912925720215,-1.3443002700805664,5.725877285003662,-6.90631103515625,5.894958972930908,-11.873711585998535,5.156036376953125,-0.9635499119758606,5.266307353973389,-7.904531002044678,3.9228179454803467,-14.018500328063965,5.114482879638672,-7.805538654327393,4.2781500816345215,-5.164504051208496,5.440230846405029,0.10338015109300613,0.18007706105709076,0.1247309073805809,0.36564382910728455,0.4047160744667053,0.10318298637866974,0.011312151327729225,0.014212238602340221,0.033459797501564026,0.10701221972703934,0.23513664305210114,0.07286719977855682
